Action,id,label,from_label,from_id,to_label,to_id
Remove,16bfcf0f-c5e6-f449-c064-4e42e4104fab,AX_APP_INSPECT,USER,395a45f51a1e95b9ec4fdf6746e222e3,CAMPUS,CDPH
Remove,5cbfcf0f-c5e5-99ce-21a6-f90429ad4d6c,AX_APP_INSPECT,USER,399e0b14f8844cdca9e9dd66f86b7209,CAMPUS,CDPH
Remove,08bfd963-ff5e-0dec-aa5e-5e44db26b06c,AX_APP_INSPECT,USER,39c9ffaed0375a7fe69a97293fadd599,CAMPUS,CDPH
Remove,02bfcf0f-c5eb-d363-676b-c32f7533a918,AX_APP_INSPECT,USER,3a222b9d404f46173cb965d06fb66b37,CAMPUS,CDPH
Remove,28bfcf0f-c5ed-52a5-a416-5fb4131db778,AX_APP_INSPECT,USER,3a31786d2f644e47ae5ba83e8716a027,CAMPUS,CDPH
Remove,08bfcf0f-c5f8-d894-2dab-a2874b0cd945,AX_APP_INSPECT,USER,3afc91c46faf3b5a938bcfeff3812cb6,CAMPUS,CDPH
Remove,a0bff3b2-76dd-eaae-1c9a-0e094496711f,AX_APP_INSPECT,USER,3b8bc548a38a6d821adb5b0b6d0a0e4c,CAMPUS,CDPH
Remove,fcbfd964-172f-aa3e-393d-4259afa0fc7f,AX_APP_INSPECT,USER,3bbd38d0195d8295acfed7d2990fe633,CAMPUS,CDPH
Remove,1cba8f13-2099-27de-dc02-26db220b65c3,AX_APP_INSPECT,USER,3d02e99918857743235271eb322d7bfd,CAMPUS,CDPH
Remove,44bfcf0f-c5fa-a3c8-8c4d-d0b8d1b15421,AX_APP_INSPECT,USER,3d63f9e0f7dbb2119bc1386bd636c85d,CAMPUS,CDPH
Remove,94bfcf0f-c603-e72a-2bfd-1cd4abf164fb,AX_APP_INSPECT,USER,3dd85e0dabff824b891eb024e6cee2f1,CAMPUS,CDPH
Remove,c4bfcf0f-c5ff-67b5-688c-ec2a62281e18,AX_APP_INSPECT,USER,3decef58de24484be3773c9f3b43ba1d,CAMPUS,CDPH
Remove,3cbfcf0f-c606-7ea2-c630-eefe756e9e64,AX_APP_INSPECT,USER,3dff2cfdcd40a0aa7e187c13133ced88,CAMPUS,CDPH
Remove,b8ba8f13-71b7-c408-7d0b-477c70bc1f91,AX_APP_INSPECT,USER,3e312ce4544766e985648ef310bc98c2,CAMPUS,CDPH
